O_CUSTKEY,RECENCY,FREQUENCY,MONETARY,R,F,M,RFM,RFM_SEGMENT
143113,16,22,3092126.29000,1,5,4,10,Potential
35839,120,22,3092131.03000,4,5,4,13,Loyal
103678,89,21,3092134.69000,4,4,4,12,Loyal
120715,112,20,3092150.81000,4,4,4,12,Loyal
83017,39,20,3092212.31000,2,4,4,10,Potential
76147,106,19,3092231.52000,4,4,4,12,Loyal
103981,168,20,3092236.39000,5,4,4,13,Loyal
70804,122,23,3092384.47000,4,5,4,13,Loyal
58834,65,20,3092416.83000,3,4,4,11,Loyal
33037,27,25,3092532.25000,2,5,4,11,Loyal
74398,169,16,3092682.67000,5,3,4,12,Loyal
109042,118,18,3092708.13000,4,3,4,11,Loyal
43477,92,18,3092736.71000,4,3,4,11,Loyal
121912,106,21,3092783.27000,4,4,4,12,Loyal
95020,147,24,3092790.08000,5,5,4,14,Champion
12472,19,20,3092911.04000,1,4,4,9,Potential
119842,158,21,3092929.18000,5,4,4,13,Loyal
47650,26,22,3092943.95000,2,5,4,11,Loyal
7597,111,26,3092947.14000,4,5,4,13,Loyal
45106,34,19,3093108.52000,2,4,4,10,Potential
20156,52,18,3093117.96000,3,3,4,10,Potential
139936,105,19,3093129.28000,4,4,4,12,Loyal
10699,95,17,3093221.62000,4,3,4,11,Loyal
67249,122,16,3093226.70000,4,3,4,11,Loyal
50107,52,20,3093255.14000,3,4,4,11,Loyal
22705,48,21,3093309.56000,2,4,4,10,Potential
61729,1,19,3093317.95000,1,4,4,9,Potential
27106,76,20,3093370.47000,3,4,4,11,Loyal
12652,152,22,3093385.93000,5,4,4,13,Loyal
103708,43,17,3093428.35000,2,3,4,9,Potential
22486,13,20,3093457.17000,1,4,4,9,Potential
134221,75,19,3093526.92000,3,4,4,11,Loyal
122275,36,20,3093535.03000,2,4,4,10,Potential
47770,65,22,3093548.76000,3,5,4,12,Loyal
50524,64,19,3093559.14000,3,4,4,11,Loyal
31187,159,18,3093566.34000,5,3,4,12,Loyal
64126,71,22,3093566.76000,3,5,4,12,Loyal
93391,145,20,3093582.07000,5,4,4,13,Loyal
26206,26,22,3093751.79000,2,4,4,10,Potential
68800,90,21,3093755.61000,4,4,4,12,Loyal
71128,12,18,3093817.59000,1,4,4,9,Potential
133678,15,20,3093831.89000,1,4,4,9,Potential
74203,36,25,3093862.03000,2,5,4,11,Loyal
96379,137,22,3093900.52000,5,4,4,13,Loyal
119197,38,19,3093936.92000,2,4,4,10,Potential
42667,23,26,3093943.35000,2,5,4,11,Loyal
55456,144,22,3093962.79000,5,4,4,13,Loyal
17953,114,26,3093996.73000,4,5,4,13,Loyal
117397,102,26,3094017.26000,4,5,4,13,Loyal
93715,142,22,3094021.33000,5,4,4,13,Loyal
119155,177,20,3094067.81000,5,4,4,13,Loyal
146116,53,20,3094082.45000,3,4,4,11,Loyal
104575,109,23,3094122.66000,4,5,4,13,Loyal
9415,69,19,3094145.57000,3,4,4,11,Loyal
22651,47,26,3094160.40000,2,5,4,11,Loyal
146548,158,20,3094163.11000,5,4,4,13,Loyal
13405,156,19,3094187.15000,5,4,4,13,Loyal
88474,2,22,3094290.36000,1,4,4,9,Potential
90505,37,22,3094385.90000,2,5,4,11,Loyal
139081,110,20,3094387.69000,4,4,4,12,Loyal
37624,71,19,3094409.36000,3,4,4,11,Loyal
140668,72,20,3094422.39000,3,4,4,11,Loyal
89644,71,20,3094499.56000,3,4,4,11,Loyal
45775,82,21,3094513.03000,3,4,4,11,Loyal
104365,32,21,3094527.71000,2,4,4,10,Potential
81871,45,23,3094542.48000,2,5,4,11,Loyal
18562,112,20,3094546.14000,4,4,4,12,Loyal
66709,150,26,3094554.68000,5,5,4,14,Champion
14620,110,20,3094554.79000,4,4,4,12,Loyal
149638,91,20,3094572.28000,4,4,4,12,Loyal
59590,147,22,3094654.91000,5,4,4,13,Loyal
44404,61,23,3094698.65000,3,5,4,12,Loyal
17386,153,23,3094791.48000,5,5,4,14,Champion
108274,59,22,3094795.42000,3,4,4,11,Loyal
121672,10,22,3094798.64000,1,4,4,9,Potential
11146,93,22,3094857.26000,4,4,4,12,Loyal
93334,10,25,3094924.28000,1,5,4,10,Potential
17560,172,22,3094933.16000,5,4,4,13,Loyal
38419,29,19,3094936.73000,2,4,4,10,Potential
1486,83,20,3095044.73000,4,4,4,12,Loyal
40408,11,20,3095077.32000,1,4,4,9,Potential
112861,74,21,3095209.68000,3,4,4,11,Loyal
33271,135,24,3095239.16000,5,5,4,14,Champion
28174,7,21,3095289.53000,1,4,4,9,Potential
93121,65,20,3095371.07000,3,4,4,11,Loyal
27082,2,22,3095468.12000,1,5,4,10,Potential
110851,1,24,3095714.03000,1,5,4,10,Potential
147880,165,20,3095855.92000,5,4,4,13,Loyal
137698,90,19,3095871.39000,4,4,4,12,Loyal
21604,5,23,3095928.97000,1,5,4,10,Potential
32578,41,20,3096228.23000,2,4,4,10,Potential
61669,83,20,3096309.59000,3,4,4,11,Loyal
123571,115,22,3096416.18000,4,5,4,13,Loyal
143483,73,17,3096434.97000,3,3,4,10,Potential
86584,12,21,3096467.74000,1,4,4,9,Potential
61690,81,21,3096477.41000,3,4,4,11,Loyal
51802,33,18,3096496.49000,2,3,4,9,Potential
56386,155,21,3096595.89000,5,4,4,13,Loyal
24793,18,17,3096596.85000,1,3,4,8,Potential
108952,142,23,3096622.11000,5,5,4,14,Champion
73534,28,22,3096705.07000,2,5,4,11,Loyal
27046,51,24,3096775.36000,3,5,4,12,Loyal
108280,14,19,3096775.36000,1,4,4,9,Potential
57754,144,18,3096780.72000,5,3,4,12,Loyal
81505,93,18,3096881.27000,4,3,4,11,Loyal
45121,54,20,3096918.44000,3,4,4,11,Loyal
32434,141,21,3096937.23000,5,4,4,13,Loyal
84862,33,19,3096937.97000,2,4,4,10,Potential
20335,46,21,3096942.88000,2,4,4,10,Potential
145513,1,24,3096973.87000,1,5,4,10,Potential
38890,105,22,3097003.44000,4,4,4,12,Loyal
110092,103,21,3097093.50000,4,4,4,12,Loyal
75415,137,22,3097110.57000,5,4,4,13,Loyal
124876,178,23,3097111.83000,5,5,4,14,Champion
33535,44,21,3097112.06000,2,4,4,10,Potential
24679,50,28,3097161.61000,2,5,4,11,Loyal
62794,65,20,3097244.95000,3,4,4,11,Loyal
111964,49,18,3097307.05000,2,3,4,9,Potential
96107,11,18,3097343.58000,1,3,4,8,Potential
88249,143,20,3097496.28000,5,4,4,13,Loyal
30376,63,25,3097500.26000,3,5,4,12,Loyal
108532,111,15,3097576.59000,4,3,4,11,Loyal
101683,12,20,3097627.64000,1,4,4,9,Potential
112756,19,22,3097653.77000,1,5,4,10,Potential
54898,78,21,3097666.36000,3,4,4,11,Loyal
97210,30,20,3097672.04000,2,4,4,10,Potential
113428,108,19,3097683.18000,4,4,4,12,Loyal
115315,53,18,3097710.45000,3,4,4,11,Loyal
142795,123,15,3097720.46000,4,3,4,11,Loyal
87556,19,21,3097741.45000,1,4,4,9,Potential
113701,60,18,3097769.48000,3,3,4,10,Potential
58015,67,19,3097778.80000,3,4,4,11,Loyal
33529,39,17,3097857.33000,2,3,4,9,Potential
37585,106,20,3097869.81000,4,4,4,12,Loyal
110098,71,18,3097903.19000,3,3,4,10,Potential
70669,100,25,3098098.79000,4,5,4,13,Loyal
100801,46,20,3098125.67000,2,4,4,10,Potential
18082,38,20,3098152.91000,2,4,4,10,Potential
121171,58,19,3098202.54000,3,4,4,11,Loyal
66925,71,21,3098202.74000,3,4,4,11,Loyal
87031,46,18,3098204.13000,2,3,4,9,Potential
143422,11,22,3098225.59000,1,4,4,9,Potential
121048,58,19,3098377.88000,3,4,4,11,Loyal
1489,113,18,3098509.23000,4,3,4,11,Loyal
78616,59,17,3098542.02000,3,3,4,10,Potential
60395,83,16,3098551.05000,4,3,4,11,Loyal
5422,91,21,3098579.42000,4,4,4,12,Loyal
21235,39,22,3098589.76000,2,4,4,10,Potential
10639,46,19,3098640.39000,2,4,4,10,Potential
27586,33,20,3098690.35000,2,4,4,10,Potential
34694,10,16,3098795.99000,1,3,4,8,Potential
88195,81,20,3098846.18000,3,4,4,11,Loyal
87136,125,18,3098853.12000,5,3,4,12,Loyal
123181,121,19,3098855.98000,4,4,4,12,Loyal
101851,46,22,3098894.01000,2,4,4,10,Potential
76558,10,22,3098900.20000,1,4,4,9,Potential
109177,84,20,3098963.71000,4,4,4,12,Loyal
76087,116,22,3099145.22000,4,5,4,13,Loyal
149231,100,20,3099254.64000,4,4,4,12,Loyal
6259,21,19,3099288.51000,1,4,4,9,Potential
43126,101,21,3099440.01000,4,4,4,12,Loyal
64846,168,21,3099551.27000,5,4,4,13,Loyal
18388,60,22,3099594.13000,3,4,4,11,Loyal
114058,6,21,3099661.57000,1,4,4,9,Potential
50032,11,22,3099680.21000,1,5,4,10,Potential
18052,17,24,3099741.90000,1,5,4,10,Potential
107872,77,23,3099777.95000,3,5,4,12,Loyal
42568,105,19,3099855.23000,4,4,4,12,Loyal
28246,76,23,3099864.02000,3,5,4,12,Loyal
82981,51,25,3099870.68000,3,5,4,12,Loyal
83107,137,19,3100024.15000,5,4,4,13,Loyal
61636,89,25,3100049.82000,4,5,4,13,Loyal
55813,159,21,3100061.77000,5,4,4,13,Loyal
108856,21,18,3100067.30000,1,3,4,8,Potential
105802,25,18,3100098.85000,2,3,4,9,Potential
97141,33,24,3100120.77000,2,5,4,11,Loyal
121174,75,19,3100177.97000,3,4,4,11,Loyal
42301,64,20,3100331.56000,3,4,4,11,Loyal
136486,52,17,3100426.96000,3,3,4,10,Potential
16762,129,22,3100444.04000,5,5,4,14,Champion
10537,2,21,3100528.10000,1,4,4,9,Potential
41533,92,22,3100528.21000,4,4,4,12,Loyal
42616,55,21,3100541.79000,3,4,4,11,Loyal
145477,102,19,3100638.10000,4,4,4,12,Loyal
97462,61,19,3100696.32000,3,4,4,11,Loyal
139051,108,19,3100697.43000,4,4,4,12,Loyal
108841,47,25,3100700.80000,2,5,4,11,Loyal
7060,28,22,3100732.21000,2,5,4,11,Loyal
111571,7,20,3100815.98000,1,4,4,9,Potential
142981,27,22,3100816.33000,2,5,4,11,Loyal
108313,172,19,3100832.15000,5,4,4,13,Loyal
16570,33,24,3100866.25000,2,5,4,11,Loyal
127786,25,21,3100888.59000,2,4,4,10,Potential
33091,104,22,3100893.73000,4,4,4,12,Loyal
16393,43,20,3100988.44000,2,4,4,10,Potential
135787,92,21,3101070.44000,4,4,4,12,Loyal
107848,56,23,3101173.00000,3,5,4,12,Loyal
112099,39,23,3101241.83000,2,5,4,11,Loyal
83227,17,20,3101245.05000,1,4,4,9,Potential
76102,45,19,3101371.34000,2,4,4,10,Potential
124471,124,20,3101511.70000,5,4,4,13,Loyal
98728,66,21,3101600.43000,3,4,4,11,Loyal
95932,109,22,3101670.64000,4,4,4,12,Loyal
41773,6,18,3101678.84000,1,3,4,8,Potential
108601,35,22,3101714.69000,2,5,4,11,Loyal
41548,65,19,3101746.52000,3,4,4,11,Loyal
73429,103,20,3101750.27000,4,4,4,12,Loyal
40339,11,16,3101757.48000,1,3,4,8,Potential
108907,74,20,3101856.50000,3,4,4,11,Loyal
37366,28,20,3101887.37000,2,4,4,10,Potential
61351,10,20,3101918.21000,1,4,4,9,Potential
22885,8,24,3101919.00000,1,5,4,10,Potential
96649,48,18,3101989.45000,2,3,4,9,Potential
128474,177,21,3101996.59000,5,4,4,13,Loyal
100651,137,24,3102035.36000,5,5,4,14,Champion
85655,31,17,3102061.93000,2,3,4,9,Potential
24823,50,20,3102159.29000,3,4,4,11,Loyal
7126,90,23,3102262.64000,4,5,4,13,Loyal
115246,22,22,3102276.69000,1,4,4,9,Potential
139285,16,21,3102310.18000,1,4,4,9,Potential
72742,22,23,3102343.83000,1,5,4,10,Potential
61696,148,20,3102430.97000,5,4,4,13,Loyal
84052,123,21,3102467.97000,4,4,4,12,Loyal
37456,21,20,3102504.11000,1,4,4,9,Potential
64411,80,22,3102520.35000,3,4,4,11,Loyal
10772,98,21,3102538.93000,4,4,4,12,Loyal
66166,174,17,3102557.09000,5,3,4,12,Loyal
148885,58,22,3102577.56000,3,4,4,11,Loyal
31705,10,25,3102602.42000,1,5,4,10,Potential
22633,87,20,3102613.10000,4,4,4,12,Loyal
128779,68,21,3102615.36000,3,4,4,11,Loyal
25027,85,16,3102632.10000,4,3,4,11,Loyal
89233,82,20,3102639.26000,3,4,4,11,Loyal
125200,21,22,3102716.88000,1,4,4,9,Potential
44813,43,19,3102753.14000,2,4,4,10,Potential
21391,32,19,3102766.63000,2,4,4,10,Potential
30907,150,19,3102817.85000,5,4,4,13,Loyal
60940,48,22,3102837.62000,2,4,4,10,Potential
35482,5,21,3102876.50000,1,4,4,9,Potential
133021,60,22,3102881.66000,3,4,4,11,Loyal
77395,125,23,3102919.06000,5,5,4,14,Champion
135934,28,17,3102925.01000,2,3,4,9,Potential
110938,22,17,3103024.75000,1,3,4,8,Potential
61195,111,21,3103044.76000,4,4,4,12,Loyal
25930,11,20,3103045.05000,1,4,4,9,Potential
93766,86,21,3103106.86000,4,4,4,12,Loyal
142039,142,23,3103119.03000,5,5,4,14,Champion
113062,11,21,3103170.45000,1,4,4,9,Potential
135653,40,16,3103200.38000,2,3,4,9,Potential
126610,58,19,3103208.24000,3,4,4,11,Loyal
57946,77,24,3103228.68000,3,5,4,12,Loyal
75067,66,16,3103545.33000,3,3,4,10,Potential
31273,127,18,3103577.78000,5,3,4,12,Loyal
103186,66,21,3103601.86000,3,4,4,11,Loyal
105829,26,25,3103638.21000,2,5,4,11,Loyal
122674,90,18,3103764.30000,4,3,4,11,Loyal
61528,47,15,3103782.68000,2,3,4,9,Potential
110296,31,23,3103851.55000,2,5,4,11,Loyal
23635,13,18,3103858.23000,1,3,4,8,Potential
65311,120,16,3103868.72000,4,3,4,11,Loyal
69379,75,19,3103910.62000,3,4,4,11,Loyal
67567,16,19,3103944.82000,1,4,4,9,Potential
79303,69,17,3104026.57000,3,3,4,10,Potential
136075,20,23,3104030.68000,1,5,4,10,Potential
70753,38,20,3104142.61000,2,4,4,10,Potential
5359,171,21,3104187.74000,5,4,4,13,Loyal
112336,40,23,3104225.95000,2,5,4,11,Loyal
14263,41,22,3104226.13000,2,4,4,10,Potential
26476,91,21,3104408.25000,4,4,4,12,Loyal
132916,9,22,3104417.53000,1,4,4,9,Potential
7372,40,22,3104642.05000,2,4,4,10,Potential
12805,10,21,3104667.15000,1,4,4,9,Potential
9382,131,23,3104706.20000,5,5,4,14,Champion
9946,23,19,3104715.47000,1,4,4,9,Potential
41071,12,23,3104756.98000,1,5,4,10,Potential
3700,60,22,3104760.62000,3,4,4,11,Loyal
34852,70,18,3104785.18000,3,3,4,10,Potential
94045,39,17,3104858.17000,2,3,4,9,Potential
47002,132,24,3104904.75000,5,5,4,14,Champion
38542,130,20,3104908.99000,5,4,4,13,Loyal
46606,41,21,3104916.61000,2,4,4,10,Potential
3979,63,25,3104931.18000,3,5,4,12,Loyal
121762,14,17,3105148.94000,1,3,4,8,Potential
26308,105,21,3105201.70000,4,4,4,12,Loyal
131341,42,19,3105236.84000,2,4,4,10,Potential
33349,167,17,3105253.52000,5,3,4,12,Loyal
113275,20,23,3105271.96000,1,5,4,10,Potential
109387,64,27,3105306.52000,3,5,4,12,Loyal
56056,38,19,3105330.79000,2,4,4,10,Potential
8833,49,24,3105333.58000,2,5,4,11,Loyal
131452,55,20,3105334.56000,3,4,4,11,Loyal
145630,83,22,3105417.96000,4,4,4,12,Loyal
18325,172,20,3105452.86000,5,4,4,13,Loyal
91624,15,20,3105527.67000,1,4,4,9,Potential
47890,115,25,3105640.82000,4,5,4,13,Loyal
13159,125,20,3105695.44000,5,4,4,13,Loyal
32881,67,25,3105721.40000,3,5,4,12,Loyal
108922,72,18,3105748.30000,3,3,4,10,Potential
98518,134,22,3105806.14000,5,4,4,13,Loyal
128581,84,23,3105885.68000,4,5,4,13,Loyal
54001,12,22,3105969.68000,1,4,4,9,Potential
32035,95,16,3105971.00000,4,3,4,11,Loyal
105766,53,18,3105999.64000,3,3,4,10,Potential
115036,106,21,3106008.28000,4,4,4,12,Loyal
44332,55,21,3106023.76000,3,4,4,11,Loyal
75964,67,23,3106034.69000,3,5,4,12,Loyal
148840,57,16,3106089.43000,3,3,4,10,Potential
141826,25,24,3106177.21000,2,5,4,11,Loyal
39751,1,23,3106280.39000,1,5,4,10,Potential
35326,52,19,3106344.30000,3,4,4,11,Loyal
32062,48,17,3106377.64000,2,3,4,9,Potential
95698,27,20,3106377.88000,2,4,4,10,Potential
102901,54,20,3106457.37000,3,4,4,11,Loyal
53182,76,22,3106598.11000,3,4,4,11,Loyal
76807,168,17,3106646.08000,5,3,4,12,Loyal
99937,28,15,3106670.29000,2,3,4,9,Potential
67405,62,19,3106707.52000,3,4,4,11,Loyal
119845,40,24,3106878.90000,2,5,4,11,Loyal
15838,47,17,3106940.44000,2,3,4,9,Potential
88750,125,20,3106989.99000,5,4,4,13,Loyal
111445,62,18,3107023.87000,3,3,4,10,Potential
16807,114,20,3107070.28000,4,4,4,12,Loyal
116518,28,21,3107073.38000,2,4,4,10,Potential
122860,102,21,3107080.71000,4,4,4,12,Loyal
118774,44,19,3107144.50000,2,4,4,10,Potential
45205,4,20,3107199.49000,1,4,4,9,Potential
47164,84,17,3107214.59000,4,3,4,11,Loyal
8782,65,24,3107282.19000,3,5,4,12,Loyal
143275,21,18,3107361.51000,1,3,4,8,Potential
137107,35,21,3107382.59000,2,4,4,10,Potential
42133,103,25,3107419.91000,4,5,4,13,Loyal
141766,175,19,3107448.62000,5,4,4,13,Loyal
23557,14,21,3107461.21000,1,4,4,9,Potential
33214,152,17,3107475.61000,5,3,4,12,Loyal
94777,91,24,3107531.51000,4,5,4,13,Loyal
125410,48,23,3107545.38000,2,5,4,11,Loyal
36241,2,23,3107562.92000,1,5,4,10,Potential
48799,35,20,3107593.16000,2,4,4,10,Potential
83779,31,24,3107628.81000,2,5,4,11,Loyal
36269,122,18,3107647.59000,4,3,4,11,Loyal
124735,1,20,3107684.80000,1,4,4,9,Potential
66010,1,17,3107691.98000,1,3,4,8,Potential
61084,1,19,3107775.96000,1,4,4,9,Potential
74353,4,24,3107958.59000,1,5,4,10,Potential
110236,59,23,3108028.54000,3,5,4,12,Loyal
148600,114,16,3108063.13000,4,3,4,11,Loyal
77119,165,26,3108255.23000,5,5,4,14,Champion
10102,29,18,3108259.48000,2,3,4,9,Potential
81784,165,19,3108311.01000,5,4,4,13,Loyal
144949,14,19,3108370.42000,1,4,4,9,Potential
77182,160,18,3108432.66000,5,3,4,12,Loyal
135103,156,20,3108432.70000,5,4,4,13,Loyal
26215,83,23,3108515.47000,4,5,4,13,Loyal
117571,124,18,3108518.40000,5,3,4,12,Loyal
126340,70,21,3108558.70000,3,4,4,11,Loyal
127132,53,22,3108562.59000,3,4,4,11,Loyal
136519,173,22,3108680.87000,5,4,4,13,Loyal
79717,37,17,3108704.41000,2,3,4,9,Potential
139237,100,22,3108750.60000,4,4,4,12,Loyal
48607,77,20,3108850.01000,3,4,4,11,Loyal
68965,47,22,3108949.81000,2,4,4,10,Potential
75304,40,22,3108981.56000,2,4,4,10,Potential
1480,89,22,3109012.63000,4,5,4,13,Loyal
133951,112,23,3109045.68000,4,5,4,13,Loyal
26827,140,21,3109079.68000,5,4,4,13,Loyal
137861,13,20,3109080.48000,1,4,4,9,Potential
95935,118,19,3109144.28000,4,4,4,12,Loyal
129619,147,20,3109157.17000,5,4,4,13,Loyal
83608,118,22,3109188.68000,4,5,4,13,Loyal
44500,3,23,3109221.91000,1,5,4,10,Potential
121411,31,22,3109243.97000,2,4,4,10,Potential
120541,125,16,3109258.61000,5,3,4,12,Loyal
72358,25,19,3109304.76000,2,4,4,10,Potential
79093,20,22,3109314.56000,1,4,4,9,Potential
96295,122,24,3109339.43000,4,5,4,13,Loyal
143512,53,21,3109391.93000,3,4,4,11,Loyal
131353,95,20,3109412.48000,4,4,4,12,Loyal
11467,23,21,3109415.56000,1,4,4,9,Potential
101773,77,22,3109475.56000,3,4,4,11,Loyal
90022,57,20,3109507.69000,3,4,4,11,Loyal
29368,87,19,3109519.93000,4,4,4,12,Loyal
89350,25,23,3109625.91000,2,5,4,11,Loyal
23008,60,22,3109685.64000,3,4,4,11,Loyal
6070,48,18,3109695.82000,2,3,4,9,Potential
77041,8,21,3109803.35000,1,4,4,9,Potential
40921,1,15,3109880.88000,1,3,4,8,Potential
33631,4,18,3109881.27000,1,3,4,8,Potential
16573,75,20,3109896.11000,3,4,4,11,Loyal
100603,18,18,3109916.24000,1,3,4,8,Potential
69385,24,19,3109928.49000,2,4,4,10,Potential
112156,42,20,3109930.75000,2,4,4,10,Potential
83935,178,18,3109998.30000,5,3,4,12,Loyal
67216,14,22,3110004.48000,1,4,4,9,Potential
96100,23,20,3110163.22000,1,4,4,9,Potential
143857,2,20,3110190.22000,1,4,4,9,Potential
12626,109,17,3110370.53000,4,3,4,11,Loyal
103045,143,23,3110396.66000,5,5,4,14,Champion
36019,2,21,3110411.58000,1,4,4,9,Potential
26479,96,20,3110417.43000,4,4,4,12,Loyal
99481,162,27,3110485.37000,5,5,4,14,Champion
115834,135,21,3110486.74000,5,4,4,13,Loyal
57226,93,23,3110542.01000,4,5,4,13,Loyal
48658,123,17,3110784.11000,4,3,4,11,Loyal
65599,135,23,3110797.16000,5,5,4,14,Champion
88312,39,20,3110831.04000,2,4,4,10,Potential
108157,93,22,3110930.36000,4,4,4,12,Loyal
134050,75,18,3111035.84000,3,3,4,10,Potential
82594,105,21,3111073.10000,4,4,4,12,Loyal
28741,56,18,3111088.02000,3,3,4,10,Potential
11293,25,19,3111115.65000,2,4,4,10,Potential
127564,119,19,3111278.74000,4,4,4,12,Loyal
8456,46,18,3111290.90000,2,3,4,9,Potential
23065,110,20,3111429.59000,4,4,4,12,Loyal
102040,153,24,3111453.30000,5,5,4,14,Champion
109252,56,25,3111542.72000,3,5,4,12,Loyal
125509,123,24,3111575.04000,4,5,4,13,Loyal
72046,113,24,3111584.19000,4,5,4,13,Loyal
30760,60,23,3111599.05000,3,5,4,12,Loyal
123271,102,22,3111602.63000,4,4,4,12,Loyal
129094,137,21,3111622.00000,5,4,4,13,Loyal
36658,97,19,3111659.19000,4,4,4,12,Loyal
33961,127,17,3111696.31000,5,3,4,12,Loyal
45625,137,22,3111703.67000,5,4,4,13,Loyal
7507,40,20,3111755.23000,2,4,4,10,Potential
34957,48,22,3111781.50000,2,4,4,10,Potential
52930,6,24,3111796.55000,1,5,4,10,Potential
62332,33,21,3111827.37000,2,4,4,10,Potential
137140,15,22,3111865.74000,1,4,4,9,Potential
35050,36,19,3111910.27000,2,4,4,10,Potential
97558,22,25,3111946.09000,1,5,4,10,Potential
137941,25,19,3111969.74000,2,4,4,10,Potential
132400,71,20,3112007.75000,3,4,4,11,Loyal
99958,33,17,3112078.99000,2,3,4,9,Potential
136480,2,22,3112082.45000,1,5,4,10,Potential
43693,116,21,3112132.65000,4,4,4,12,Loyal
89212,36,24,3112192.15000,2,5,4,11,Loyal
53524,94,22,3112235.98000,4,4,4,12,Loyal
12259,28,21,3112292.24000,2,4,4,10,Potential
18949,63,19,3112323.94000,3,4,4,11,Loyal
131422,44,20,3112335.63000,2,4,4,10,Potential
129688,147,27,3112434.57000,5,5,4,14,Champion
74851,18,24,3112440.88000,1,5,4,10,Potential
125857,114,20,3112459.55000,4,4,4,12,Loyal
144583,149,19,3112609.46000,5,4,4,13,Loyal
1244,18,16,3112735.26000,1,3,4,8,Potential
86182,134,17,3112751.83000,5,3,4,12,Loyal
45391,112,18,3112815.32000,4,3,4,11,Loyal
42853,54,18,3112832.64000,3,3,4,10,Potential
96184,102,21,3112857.92000,4,4,4,12,Loyal
123838,124,17,3112874.62000,4,3,4,11,Loyal
5566,118,27,3112964.26000,4,5,4,13,Loyal
79483,48,22,3112978.12000,2,4,4,10,Potential
94711,130,22,3113078.97000,5,4,4,13,Loyal
86875,18,22,3113080.96000,1,4,4,9,Potential
12964,43,20,3113132.95000,2,4,4,10,Potential
140302,30,20,3113208.51000,2,4,4,10,Potential
133369,120,23,3113212.31000,4,5,4,13,Loyal
27265,93,21,3113320.28000,4,4,4,12,Loyal
5773,29,19,3113342.15000,2,4,4,10,Potential
71491,135,20,3113440.25000,5,4,4,13,Loyal
56851,157,16,3113520.69000,5,3,4,12,Loyal
116881,52,17,3113546.33000,3,3,4,10,Potential
107317,70,22,3113547.48000,3,5,4,12,Loyal
94324,100,25,3113548.22000,4,5,4,13,Loyal
133630,51,17,3113560.88000,3,3,4,10,Potential
125044,31,20,3113570.63000,2,4,4,10,Potential
112774,81,22,3113613.18000,3,4,4,11,Loyal
9781,29,24,3113633.08000,2,5,4,11,Loyal
102571,48,20,3113638.66000,2,4,4,10,Potential
100927,52,16,3113653.94000,3,3,4,10,Potential
1933,25,17,3113696.86000,2,3,4,9,Potential
23992,82,19,3113839.98000,3,4,4,11,Loyal
60472,130,19,3113955.38000,5,4,4,13,Loyal
39535,24,22,3114027.75000,2,4,4,10,Potential
137401,106,20,3114284.95000,4,4,4,12,Loyal
143650,18,20,3114442.66000,1,4,4,9,Potential
58852,27,21,3114499.98000,2,4,4,10,Potential
42064,31,19,3114507.40000,2,4,4,10,Potential
39715,9,21,3114515.84000,1,4,4,9,Potential
43943,158,14,3114615.01000,5,2,4,11,Loyal
65062,26,21,3114630.73000,2,4,4,10,Potential
14461,14,24,3114633.19000,1,5,4,10,Potential
101098,17,23,3114654.41000,1,5,4,10,Potential
107752,5,26,3114719.76000,1,5,4,10,Potential
110362,113,19,3114779.02000,4,4,4,12,Loyal
148357,17,21,3114829.75000,1,4,4,9,Potential
147028,161,20,3114963.86000,5,4,4,13,Loyal
78127,17,20,3114974.72000,1,4,4,9,Potential
104686,126,23,3115090.51000,5,5,4,14,Champion
126361,43,20,3115200.45000,2,4,4,10,Potential
47647,44,20,3115217.68000,2,4,4,10,Potential
149980,25,25,3115223.23000,2,5,4,11,Loyal
143926,164,21,3115244.80000,5,4,4,13,Loyal
4528,25,21,3115363.26000,2,4,4,10,Potential
29332,2,22,3115380.50000,1,4,4,9,Potential
140911,31,23,3115383.45000,2,5,4,11,Loyal
125368,20,21,3115428.69000,1,4,4,9,Potential
81844,179,20,3115547.20000,5,4,4,13,Loyal
69313,131,21,3115605.47000,5,4,4,13,Loyal
123026,88,16,3115608.58000,4,3,4,11,Loyal
101122,118,21,3115622.65000,4,4,4,12,Loyal
82492,84,21,3115838.80000,4,4,4,12,Loyal
134377,19,22,3115903.91000,1,4,4,9,Potential
56149,158,22,3115910.30000,5,4,4,13,Loyal
21025,27,20,3115959.56000,2,4,4,10,Potential
80290,22,19,3116050.31000,1,4,4,9,Potential
97906,130,20,3116103.75000,5,4,4,13,Loyal
64513,19,20,3116263.48000,1,4,4,9,Potential
42184,62,22,3116357.32000,3,4,4,11,Loyal
30574,10,23,3116495.89000,1,5,4,10,Potential
120736,139,17,3116498.24000,5,3,4,12,Loyal
136297,41,23,3116506.82000,2,5,4,11,Loyal
38845,50,18,3116532.52000,2,3,4,9,Potential
7552,143,21,3116548.69000,5,4,4,13,Loyal
101950,48,19,3116572.29000,2,4,4,10,Potential
85537,25,20,3116672.81000,2,4,4,10,Potential
95500,78,19,3116760.33000,3,4,4,11,Loyal
49636,83,22,3116788.30000,4,5,4,13,Loyal
84748,20,22,3116794.03000,1,4,4,9,Potential
65383,15,22,3116904.63000,1,4,4,9,Potential
31558,40,22,3116941.68000,2,4,4,10,Potential
